data_source_uuid,org_id,org_set_id,dataset_name,dataset_version,geom_type,geom_spec,boundary_type,has_attributes,download_method,download_subtype,download_data_standard,download_filename,download_url,download_auth,documentation_url
10267,Census,TIGER/Line,54-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_54_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_54_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10268,Census,TIGER/Line,55-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_55_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_55_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10269,Census,TIGER/Line,56-bg-2018,2018,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2018_56_bg.shp,https://www2.census.gov/geo/tiger/TIGER2018/BG/tl_2018_56_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10314,Census,TIGER/Line,01-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_01_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_01_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10315,Census,TIGER/Line,02-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_02_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_02_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10316,Census,TIGER/Line,03-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_03_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_03_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10317,Census,TIGER/Line,04-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_04_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_04_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10318,Census,TIGER/Line,05-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_05_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_05_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10319,Census,TIGER/Line,06-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_06_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_06_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10320,Census,TIGER/Line,07-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_07_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_07_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10321,Census,TIGER/Line,08-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_08_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_08_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10322,Census,TIGER/Line,09-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_09_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_09_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10323,Census,TIGER/Line,10-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_10_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_10_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10324,Census,TIGER/Line,11-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_11_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_11_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10325,Census,TIGER/Line,12-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_12_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_12_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10326,Census,TIGER/Line,13-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_13_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_13_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10327,Census,TIGER/Line,14-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_14_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_14_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10328,Census,TIGER/Line,15-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_15_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_15_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10329,Census,TIGER/Line,16-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_16_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_16_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10330,Census,TIGER/Line,17-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_17_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_17_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10331,Census,TIGER/Line,18-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_18_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_18_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10332,Census,TIGER/Line,19-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_19_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_19_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10333,Census,TIGER/Line,20-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_20_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_20_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10334,Census,TIGER/Line,21-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_21_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_21_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10335,Census,TIGER/Line,22-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_22_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_22_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10336,Census,TIGER/Line,23-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_23_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_23_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10337,Census,TIGER/Line,24-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_24_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_24_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10338,Census,TIGER/Line,25-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_25_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_25_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10339,Census,TIGER/Line,26-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_26_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_26_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10340,Census,TIGER/Line,27-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_27_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_27_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10341,Census,TIGER/Line,28-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_28_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_28_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10342,Census,TIGER/Line,29-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_29_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_29_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10343,Census,TIGER/Line,30-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_30_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_30_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10344,Census,TIGER/Line,31-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_31_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_31_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10345,Census,TIGER/Line,32-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_32_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_32_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10346,Census,TIGER/Line,33-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_33_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_33_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10347,Census,TIGER/Line,34-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_34_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_34_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10348,Census,TIGER/Line,35-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_35_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_35_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10349,Census,TIGER/Line,36-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_36_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_36_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10350,Census,TIGER/Line,37-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_37_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_37_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10351,Census,TIGER/Line,38-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_38_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_38_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10352,Census,TIGER/Line,39-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_39_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_39_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10353,Census,TIGER/Line,40-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_40_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_40_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10354,Census,TIGER/Line,41-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_41_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_41_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10355,Census,TIGER/Line,42-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_42_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_42_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
10356,Census,TIGER/Line,43-bg-2021,2021,polygon,"{""stage_transform"":[""dplyr::mutate(staged,geom_source_coding='GEOID',geom_source_value=GEOID,geom_name=dplyr::select(sf::st_drop_geometry(staged), n = if('NAME' %in% colnames(staged)) 'NAME' else 'NAMELSAD')$n,geom_local_value=geometry,geom_local_epsg=sf::st_crs(staged, paramaters=TRUE)$epsg)""]}",bg,0,file,zip,shp,tl_2021_43_bg.shp,https://www2.census.gov/geo/tiger/TIGER2021/BG/tl_2021_43_bg.zip,,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html
