synonym_concept_id,synonym_name,synonym_concept_code,synonym_vocabulary_id,language_concept_id
,'4-methoxy-9-(3-methylbut-2-enoxy)furo3,2-gchromen-7-one',2543-94-4,Toxin,4180186
,'4-Methoxy-9-(3-methyl-2-butenyl)oxy-7H-furo3,2-gchromen-7-one',2543-94-4,Toxin,4180186
,Phelloterin,2543-94-4,Toxin,4180186
,(227)Ac,14952-40-0,Toxin,4180186
,227Ac,14952-40-0,Toxin,4180186
,'Actinium, isotope of mass 227',14952-40-0,Toxin,4180186
,Actinum 227,14952-40-0,Toxin,4180186
,'2,2',3,3',4'-Pentachlorobiphenyl',11097-69-1,Toxin,4180186
,'2,2',3,3',4-pentachloro-1,1'-Biphenyl',11097-69-1,Toxin,4180186
,'2,3,4,2',3'-Pentachlorobiphenyl',11097-69-1,Toxin,4180186
,Arochlor 1254,11097-69-1,Toxin,4180186
,Polychlorinated biphenyl (aroclor 1254),11097-69-1,Toxin,4180186
,polychlorinated biphenyl 1254,11097-69-1,Toxin,4180186
,Androcur,427-51-0,Toxin,4180186
,Cyprostat,427-51-0,Toxin,4180186
,Cyproterone 17-O-acetate,427-51-0,Toxin,4180186
,Cyproterone acetic acid,427-51-0,Toxin,4180186
,Azaspiracid-1,214899-21-5,Toxin,4180186
,Diucardyn,20223-84-1,Toxin,4180186
,Diucardyn sodium,20223-84-1,Toxin,4180186
,Letorin,20223-84-1,Toxin,4180186
,Mercaptomerin sodium,20223-84-1,Toxin,4180186
,Mercaptomerin soidum,20223-84-1,Toxin,4180186
,Mercaptomerine sodique,20223-84-1,Toxin,4180186
,Sodium mercaptomerin,20223-84-1,Toxin,4180186
,Thiomerin sodium,20223-84-1,Toxin,4180186
,Hypoglycin a,156-56-9,Toxin,4180186
,Hypoglycine a,156-56-9,Toxin,4180186
,L-Hypoglycin,156-56-9,Toxin,4180186
,L-Hypoglycin a,156-56-9,Toxin,4180186
,Cobalt diformate,544-18-3,Toxin,4180186
,Cobalt formate,544-18-3,Toxin,4180186
,Cobalt(II) formic acid,544-18-3,Toxin,4180186
,Cobaltous formate,544-18-3,Toxin,4180186
,Formic acid cobalt(2+) salt,544-18-3,Toxin,4180186
,'Formic acid, cobalt(2+) salt',544-18-3,Toxin,4180186
,'1,3-Dinitrato-2,2-bis(nitratomethyl)propane',1978-11-05,Toxin,4180186
,'1-3 Propanediol,2,2-bis(nitroxy)methyl-dinitrate ester',1978-11-05,Toxin,4180186
,'2,2-Bis((nitrooxy)methyl)-1,3-propanediol dinitrate',1978-11-05,Toxin,4180186
,'2,2-Bis((nitrooxy)methyl)-1,3-propanediol dinitrate (ester)',1978-11-05,Toxin,4180186
,'2,2-Bis((nitrooxy)methyl)-1,3-propanediol dinitrate ester',1978-11-05,Toxin,4180186
,'2,2-Bis(Hydroxymethyl)-1,3-propanediol tetranitrate',1978-11-05,Toxin,4180186
,'2,2-Bisdihydroxymethyl-1,3-propanediol tetranitrate',1978-11-05,Toxin,4180186
,'2,2-Bis(nitrooxy)methyl-1,3-propanediol dinitrate (ester)',1978-11-05,Toxin,4180186
,'3-(Nitrooxy)-2,2-bis(nitrooxy)methylpropyl nitrate',1978-11-05,Toxin,4180186
,Angicap,1978-11-05,Toxin,4180186
,Angitet,1978-11-05,Toxin,4180186
,Antora,1978-11-05,Toxin,4180186
,Arcotrate,1978-11-05,Toxin,4180186
,Baritrate,1978-11-05,Toxin,4180186
,Cardiacap,1978-11-05,Toxin,4180186
,CHOT,1978-11-05,Toxin,4180186
,Corpent,1978-11-05,Toxin,4180186
,Delt rate-20,1978-11-05,Toxin,4180186
,Deltrate 20,1978-11-05,Toxin,4180186
,Deltrate-20,1978-11-05,Toxin,4180186
,Dilcoran,1978-11-05,Toxin,4180186
,Dilcoran 80,1978-11-05,Toxin,4180186
,Dilcoran-80,1978-11-05,Toxin,4180186
,Dipentrate,1978-11-05,Toxin,4180186
,Duotrate,1978-11-05,Toxin,4180186
,El petn,1978-11-05,Toxin,4180186
,Erinit,1978-11-05,Toxin,4180186
,Erynitum,1978-11-05,Toxin,4180186
,Extex,1978-11-05,Toxin,4180186
,Hasethrol,1978-11-05,Toxin,4180186
,Kaytrate,1978-11-05,Toxin,4180186
,Lentrat,1978-11-05,Toxin,4180186
,Lowetrate,1978-11-05,Toxin,4180186
,LX 16 (explosive),1978-11-05,Toxin,4180186
,Martrate 45,1978-11-05,Toxin,4180186
,Martrate-45,1978-11-05,Toxin,4180186
,Metranil,1978-11-05,Toxin,4180186
,Mikardol,1978-11-05,Toxin,4180186
,Miltrate,1978-11-05,Toxin,4180186
,Mixture name,1978-11-05,Toxin,4180186
,Mycardol,1978-11-05,Toxin,4180186
,Myotrate 10,1978-11-05,Toxin,4180186
,Neo-corovas,1978-11-05,Toxin,4180186
,Neopentanetetrayl nitrate,1978-11-05,Toxin,4180186
,Nexol-e,1978-11-05,Toxin,4180186
,Nicochloran,1978-11-05,Toxin,4180186
,Niperyt,1978-11-05,Toxin,4180186
,Niperyth,1978-11-05,Toxin,4180186
,Nirason,1978-11-05,Toxin,4180186
,Nitrin,1978-11-05,Toxin,4180186
,Nitrinal,1978-11-05,Toxin,4180186
,Nitrine,1978-11-05,Toxin,4180186
,Nitrinol,1978-11-05,Toxin,4180186
,Nitro-riletten,1978-11-05,Toxin,4180186
,Nitrodex,1978-11-05,Toxin,4180186
,Nitrolong,1978-11-05,Toxin,4180186
,Nitropent,1978-11-05,Toxin,4180186
,Nitropenta,1978-11-05,Toxin,4180186
,Nitropenta 7W,1978-11-05,Toxin,4180186
,Nitropentaerythrite,1978-11-05,Toxin,4180186
,Nitropentaerythritol,1978-11-05,Toxin,4180186
,Nitropenton,1978-11-05,Toxin,4180186
,Nitrotalans,1978-11-05,Toxin,4180186
,Omnitox,1978-11-05,Toxin,4180186
,Ovadziak,1978-11-05,Toxin,4180186
,P.E.T.N.,1978-11-05,Toxin,4180186
,Pen-tetra,1978-11-05,Toxin,4180186
,Pencard,1978-11-05,Toxin,4180186
,PENT,1978-11-05,Toxin,4180186
,Penta,1978-11-05,Toxin,4180186
,Pentaerithrityl tetranitrate,1978-11-05,Toxin,4180186
,Pentaerythrite tetranitrate,1978-11-05,Toxin,4180186
,Pentaerythritol nitrate,1978-11-05,Toxin,4180186
,Pentaerythritol tetran,1978-11-05,Toxin,4180186
,Pentaerythritol tetranitrate with D-lactose monohydrate,1978-11-05,Toxin,4180186
,'Pentaerythritol tetranitrate, diluted',1978-11-05,Toxin,4180186
,Pentaerythritol tetranitric acid,1978-11-05,Toxin,4180186
,Pentaerythrityl tetranitrate,1978-11-05,Toxin,4180186
,Pentaerythritylium tetranitricum,1978-11-05,Toxin,4180186
,Pentafilin,1978-11-05,Toxin,4180186
,Pentafin,1978-11-05,Toxin,4180186
,Pentalog,1978-11-05,Toxin,4180186
,Pentanitrine,1978-11-05,Toxin,4180186
,Pentanitrol,1978-11-05,Toxin,4180186
,Pentanitrolum,1978-11-05,Toxin,4180186
,Pentarit,1978-11-05,Toxin,4180186
,Pentestan-80,1978-11-05,Toxin,4180186
,Pentetrate unicelles,1978-11-05,Toxin,4180186
,Penthrit,1978-11-05,Toxin,4180186
,Penthrite,1978-11-05,Toxin,4180186
,Pentitrate,1978-11-05,Toxin,4180186
,Pentral 80,1978-11-05,Toxin,4180186
,Pentran,1978-11-05,Toxin,4180186
,Pentrate,1978-11-05,Toxin,4180186
,Pentrinat,1978-11-05,Toxin,4180186
,Pentriol,1978-11-05,Toxin,4180186
,Pentrite,1978-11-05,Toxin,4180186
,Pentritol,1978-11-05,Toxin,4180186
,Pentritol tempules,1978-11-05,Toxin,4180186
,Pentryate,1978-11-05,Toxin,4180186
,Pentryate 80,1978-11-05,Toxin,4180186
,Pergitral,1978-11-05,Toxin,4180186
,Peridex,1978-11-05,Toxin,4180186
,Peridex-la,1978-11-05,Toxin,4180186
,Peritrate,1978-11-05,Toxin,4180186
,Perityl,1978-11-05,Toxin,4180186
,PET,1978-11-05,Toxin,4180186
,PETN,1978-11-05,Toxin,4180186
,'Petn, NF',1978-11-05,Toxin,4180186
,Prevangor,1978-11-05,Toxin,4180186
,Quintrate,1978-11-05,Toxin,4180186
,Rythritol,1978-11-05,Toxin,4180186
,Subicard,1978-11-05,Toxin,4180186
,Tanipent,1978-11-05,Toxin,4180186
,TEN,1978-11-05,Toxin,4180186
,Tentrate-20,1978-11-05,Toxin,4180186
,Terpate,1978-11-05,Toxin,4180186
,'Tetranitrate, pentaerythritol',1978-11-05,Toxin,4180186
,Tetranitropentaerythritol,1978-11-05,Toxin,4180186
,Tetrasule,1978-11-05,Toxin,4180186
,Tetrate,1978-11-05,Toxin,4180186
,Tranite d-lay,1978-11-05,Toxin,4180186
,Vanguard brand of pentaerythritol tetranitrate,1978-11-05,Toxin,4180186
,Vasitol,1978-11-05,Toxin,4180186
,Vaso-80,1978-11-05,Toxin,4180186
,Vaso-80 unicelies,1978-11-05,Toxin,4180186
,Vaso-80 Unicelles,1978-11-05,Toxin,4180186
,Vasodiatol,1978-11-05,Toxin,4180186
,Vasolat,1978-11-05,Toxin,4180186
,(-)-Cercosporamide,131436-22-1,Toxin,4180186
,'(9aS)-8-acetyl-1,3,7-trihydroxy-9a-methyl-9-oxodibenzofuran-4-carboxamide',131436-22-1,Toxin,4180186
,'(R)-8-Acetyl-9,9a-dihydro-1,3,7-trihydroxy-9alpha,beta-methyl-9-oxodibenzofuran-4-carboxamide',131436-22-1,Toxin,4180186
,1-Aminoethane,75-04-7,Toxin,4180186
,Aethylamine,75-04-7,Toxin,4180186
,Aminoethane,75-04-7,Toxin,4180186
,Ethanamine,75-04-7,Toxin,4180186
,Ethyl amine,75-04-7,Toxin,4180186
,ETHYLAMINE,75-04-7,Toxin,4180186
,Ethylamine solution,75-04-7,Toxin,4180186
,Etilamina,75-04-7,Toxin,4180186
,Etyloamina,75-04-7,Toxin,4180186
,Monoethylamine,75-04-7,Toxin,4180186
,BaCrO4,10294-40-3,Toxin,4180186
,Barium chromate (1:1),10294-40-3,Toxin,4180186
,Barium chromate oxide,10294-40-3,Toxin,4180186
,Barium chromic acid,10294-40-3,Toxin,4180186
,Barium tetraoxochromate(VI),10294-40-3,Toxin,4180186
,Baryta yellow,10294-40-3,Toxin,4180186
,C.I. Pigment yellow 31,10294-40-3,Toxin,4180186
,CI Pigment YLllow 31,10294-40-3,Toxin,4180186
,Lemon chrome,10294-40-3,Toxin,4180186
,Lemon yellow,10294-40-3,Toxin,4180186
,Lwmon yellow (inorganic pigment),10294-40-3,Toxin,4180186
,Permanent yellow,10294-40-3,Toxin,4180186
,Pigment Yellow 31,10294-40-3,Toxin,4180186
,Steinbuhl yellow,10294-40-3,Toxin,4180186
,Ultramarine yellow,10294-40-3,Toxin,4180186
,Biogas,74-82-8,Toxin,4180186
,Carbane,74-82-8,Toxin,4180186
,CH4,74-82-8,Toxin,4180186
,Marsh gas,74-82-8,Toxin,4180186
,Methyl hydride,74-82-8,Toxin,4180186
,Tetrahydridocarbon,74-82-8,Toxin,4180186
,(210)84Po,13981-52-7,Toxin,4180186
,(210)Po,13981-52-7,Toxin,4180186
,210-Polonium,13981-52-7,Toxin,4180186
,210Po,13981-52-7,Toxin,4180186
,Polonium 210,13981-52-7,Toxin,4180186
,'Polonium, isotope of mass 210',13981-52-7,Toxin,4180186
,Methan-sodium hydrate,6734-80-1,Toxin,4180186
,Sodium methylcarbamodithioate hydrate (1:1:3),6734-80-1,Toxin,4180186
,Sodium methylcarbamodithioate trihydrate,6734-80-1,Toxin,4180186
,Broadstrike,98967-40-9,Toxin,4180186
,'N-(2,6-Difluorophenyl)-5-methyl-1,2,4triazolo1,5-apyrimidine-2-sulfonamide',98967-40-9,Toxin,4180186
,'N-(2,6-Difluorophenyl)-5-methyl1,2,4triazolo-1,5-apyrimidine-2-sulfonamide',98967-40-9,Toxin,4180186
,'N-(2,6-Difluorophenyl)-5-methyl1,2,4triazolo1,5-apyrimidine-2-sulfonamide',98967-40-9,Toxin,4180186
,Dec-4-enal,30390-50-2,Toxin,4180186
,Acide pamidronique,40391-99-9,Toxin,4180186
,Acido pamidronico,40391-99-9,Toxin,4180186
,Acidum pamidronicum,40391-99-9,Toxin,4180186
,Aminomux,40391-99-9,Toxin,4180186
,Aredia,40391-99-9,Toxin,4180186
,Pamidronate Disodium,40391-99-9,Toxin,4180186
,Pamidronic acid,40391-99-9,Toxin,4180186
,Pamimed,40391-99-9,Toxin,4180186
,Ribodroat,40391-99-9,Toxin,4180186
,2-Ethylhexanoic acid cobalt salt,136-52-7,Toxin,4180186
,2-Ethylhexanoic acid cobalt(2+) salt,136-52-7,Toxin,4180186
,Cobalt 2-ethylhexoate,136-52-7,Toxin,4180186
,Cobalt bis(2-ethylhexanoic acid),136-52-7,Toxin,4180186
,Cobalt octoate,136-52-7,Toxin,4180186
,cobalt(2+) bis(2-ethylhexanoate),136-52-7,Toxin,4180186
,Cobalt(II) 2-ethylhexanoate,136-52-7,Toxin,4180186
,Cobaltous 2-ethylhexanoate,136-52-7,Toxin,4180186
,Cobaltous octoate,136-52-7,Toxin,4180186
,'Hexanoic acid, 2-ethyl-, cobalt(2+) salt',136-52-7,Toxin,4180186
,'2,2',4,6-PCB',62796-65-0,Toxin,4180186
,'2,2',4,6-Tetrachloro-1,1'-biphenyl',62796-65-0,Toxin,4180186
,PCB 50,62796-65-0,Toxin,4180186
,'3-(3-chloro-10,11-dihydro-5H-Dibenzob,Fazepin-5-yl)-N,N-dimethyl-1-propanamine',303-49-1,Toxin,4180186
,'3-(3-CHLORO-5H-dibenzob,Fazepin-5-yl)-N,N-dimethylpropan-1-amine',303-49-1,Toxin,4180186
,3-Chloroimipramine,303-49-1,Toxin,4180186
,Anafranil,303-49-1,Toxin,4180186
,Chlorimipramine,303-49-1,Toxin,4180186
,Clomipramina,303-49-1,Toxin,4180186
,Clomipraminum,303-49-1,Toxin,4180186
,g 34586,303-49-1,Toxin,4180186
,Hydiphen,303-49-1,Toxin,4180186
,Monochlorimipramine,303-49-1,Toxin,4180186
,'3-tert-butyl-5-chloro-6-methyluracil, 5-chloro-3-(1,1-dimethylethyl)-6-methyl-2,4(1H,3H)-pyrimidinedione',5902-51-2,Toxin,4180186
,Albocarbon,91-20-3,Toxin,4180186
,Camphor tar,91-20-3,Toxin,4180186
,Moth balls,91-20-3,Toxin,4180186
,Moth flakes,91-20-3,Toxin,4180186
,Mothballs,91-20-3,Toxin,4180186
,Naftalen,91-20-3,Toxin,4180186
,Naphtalene,91-20-3,Toxin,4180186
,Naphthalin,91-20-3,Toxin,4180186
,Naphthaline,91-20-3,Toxin,4180186
,Naphthene,91-20-3,Toxin,4180186
,Tar camphor,91-20-3,Toxin,4180186
,Tolboxane,91-20-3,Toxin,4180186
,White tar,91-20-3,Toxin,4180186
,Arasan,137-26-8,Toxin,4180186
,Bis((dimethylamino)carbonothioyl) disulfide,137-26-8,Toxin,4180186
,Bis(dimethyl thiocarbamoyl)disulfide,137-26-8,Toxin,4180186
,Bis(dimethyl-thiocarbamoyl)-disulfid,137-26-8,Toxin,4180186
,Bis(dimethylthiocarbamoyl) disulfide,137-26-8,Toxin,4180186
,Disulfure de tetramethylthiourame,137-26-8,Toxin,4180186
,'N,N'-(dithiodicarbonothioyl)bis(N-methylmethanamine)',137-26-8,Toxin,4180186
,'N,N-Tetramethylthiuram disulfide',137-26-8,Toxin,4180186
,Nomersan,137-26-8,Toxin,4180186
,Pomarsol,137-26-8,Toxin,4180186
,Rezifilm,137-26-8,Toxin,4180186
,Tetramethyl-thiram disulfid,137-26-8,Toxin,4180186
,Tetramethylenethiuram disulfide,137-26-8,Toxin,4180186
,Tetramethylthioperoxydicarbonic diamide,137-26-8,Toxin,4180186
,Tetramethylthiuram disulfide,137-26-8,Toxin,4180186
,Tetramethylthiurane disulfide,137-26-8,Toxin,4180186
,Tetrathiuram disulfide,137-26-8,Toxin,4180186
,Thirame,137-26-8,Toxin,4180186
,Thiramum,137-26-8,Toxin,4180186
,Thiuram,137-26-8,Toxin,4180186
,TMTD,137-26-8,Toxin,4180186
,'Me2NC(S)S2, alpha,Alpha'-dithiobis(dimethylthio)formamide',137-26-8,Toxin,4180186
,'2-Chloro-N-(2,4-dimethyl-3-thienyl)-N-(1-methoxy-2-propanyl)acetamide',87674-68-8,Toxin,4180186
,'2-Chloro-N-(2,4-dimethyl-3-thienyl)-N-(1-methoxypropan-2-yl)acetamide',87674-68-8,Toxin,4180186
,'2-Chloro-N-(2,4-dimethyl-3-thienyl)-N-(2-methoxy-1-methylethyl)acetamide',87674-68-8,Toxin,4180186
,'2-chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide',87674-68-8,Toxin,4180186
,'2-Chloro-N-(2,4-dimethylthiophen-3-yl)-N-(2-methoxy-1-methylethyl)acetamide',87674-68-8,Toxin,4180186
,Frontier Herbicide,87674-68-8,Toxin,4180186
,'2,4-Difluoro-alpha,alpha-bis(1H-1,2,4-triazol-1-ylmethyl)benzyl alcohol',86386-73-4,Toxin,4180186
,'2-(2,4-DIFLUOROPHENYL)-1,3-di(1H-1,2,4-triazol-1-yl)propan-2-ol',86386-73-4,Toxin,4180186
,Biozole,86386-73-4,Toxin,4180186
,Diflucan,86386-73-4,Toxin,4180186
,Elazor,86386-73-4,Toxin,4180186
,Flucazol,86386-73-4,Toxin,4180186
,Fluconazol,86386-73-4,Toxin,4180186
,Fluconazolum,86386-73-4,Toxin,4180186
,Flucostat,86386-73-4,Toxin,4180186
,Flunizol,86386-73-4,Toxin,4180186
,Monicure,86386-73-4,Toxin,4180186
,Pritenzol,86386-73-4,Toxin,4180186
,Trican,86386-73-4,Toxin,4180186
,Triflucan,86386-73-4,Toxin,4180186
,'2,3,4-PCB',55702-46-0,Toxin,4180186
,'2,3,4-Trichloro-1,1'-biphenyl',55702-46-0,Toxin,4180186
,Apirolio 1431 C,55702-46-0,Toxin,4180186
,PCB 21,55702-46-0,Toxin,4180186
,Pyranol 1499,55702-46-0,Toxin,4180186
,'Trichloro-1,1'-biphenyl',55702-46-0,Toxin,4180186
,'1,4(8)-p-Menthadiene',586-62-9,Toxin,4180186
,'1,4(8)-Terpadiene',586-62-9,Toxin,4180186
,1-Methyl-4-(1-methylethylidene)-1-cyclohexene,586-62-9,Toxin,4180186
,1-Methyl-4-(1-methylethylidene)-Cyclohexene,586-62-9,Toxin,4180186
,'1-Methyl-4-(1-methylethylidene)cyclohexene, 9CI',586-62-9,Toxin,4180186
,1-Methyl-4-(propan-2-ylidene)cyclohexene,586-62-9,Toxin,4180186
,1-Methyl-4-isopropylidene-1-cyclohexene,586-62-9,Toxin,4180186
,4-Isopropylidene-1-methyl-cyclohexene,586-62-9,Toxin,4180186
,4-Isopropylidene-1-methylcyclohexene,586-62-9,Toxin,4180186
,alpha -Terpinolene,586-62-9,Toxin,4180186
,alpha-Terpinolene,586-62-9,Toxin,4180186
,'Cyclohexene, 3-methyl-6-(1-methylethylidene)- (9CI)',586-62-9,Toxin,4180186
,FEMA 3046,586-62-9,Toxin,4180186
,'3,3',5,5'-Tetrabromo-1,1'-biphenyl',16400-50-3,Toxin,4180186
,'3,5,3',5'-Tetrabromo-1,1'-biphenyl',16400-50-3,Toxin,4180186
,'2-Chloro-4,5-dimethylphenol methyl carbamate',671-04-5,Toxin,4180186
,'2-Chloro-4,5-dimethylphenol methylcarbamate',671-04-5,Toxin,4180186
,'2-Chloro-4,5-dimethylphenyl methylcarbamate',671-04-5,Toxin,4180186
,'2-Chloro-4,5-dimethylphenyl N-methylcarbamate',671-04-5,Toxin,4180186
,'2-Chloro-4,5-dimethylphenyl-N-methylcarbamate',671-04-5,Toxin,4180186
,'2-Chloro-4,5-xylyl N-methylcarbamate',671-04-5,Toxin,4180186
,'3,4-Dimethyl-6-chlorophenyl N-methylcarbamate',671-04-5,Toxin,4180186
,'6-Chloro-3,4-dimethylphenyl N-methylcarbamate',671-04-5,Toxin,4180186
,'6-Chloro-3,4-xylenyl N-methylcarbamate',671-04-5,Toxin,4180186
,'6-Chloro-3,4-xylyl methylcarbamate',671-04-5,Toxin,4180186
,'6-Chloro-3,4-xylyl N-methylcarbamate',671-04-5,Toxin,4180186
,Banol,671-04-5,Toxin,4180186
,Banol tuco sok,671-04-5,Toxin,4180186
,'Carbamic acid, methyl-, (2-chloro-4,5-dimethyl)phenyl ester',671-04-5,Toxin,4180186
,'Carbamic acid, methyl-, 2-chloro-4,5-xylyl ester',671-04-5,Toxin,4180186
,'Carbamic acid, methyl-, 6-chloro-3,4-xylyl ester',671-04-5,Toxin,4180186
,Carbanolic acid,671-04-5,Toxin,4180186
,Chloroxylam,671-04-5,Toxin,4180186
,'Phenol, 2-chloro-4,5-dimethyl-, methyl carbamate',671-04-5,Toxin,4180186
,'Phenol, 2-chloro-4,5-dimethyl-, methylcarbamate',671-04-5,Toxin,4180186
,Chloropalladosamine,14323-43-4,Toxin,4180186
,Chlorpalladosamine,14323-43-4,Toxin,4180186
,Cis-diaminedichloropalladium (II),14323-43-4,Toxin,4180186
,Cis-diaminedichloropalladium(II),14323-43-4,Toxin,4180186
,Cis-diamminedichloropalladium,14323-43-4,Toxin,4180186
,Cis-diamminedichloropalladium(II),14323-43-4,Toxin,4180186
,Cis-dichlorodiamminepalladium(II),14323-43-4,Toxin,4180186
,Cis-dichlorodiamminepalladium(III),14323-43-4,Toxin,4180186
,Diammine palladium (II) chloride,14323-43-4,Toxin,4180186
,Diamminedichloropalladium,14323-43-4,Toxin,4180186
,Diamminedichloropalladium (II),14323-43-4,Toxin,4180186
,Diamminedichloropalladium (SP-4-2),14323-43-4,Toxin,4180186
,Diamminedichloropalladium (trans),14323-43-4,Toxin,4180186
,Diamminodichloropalladium,14323-43-4,Toxin,4180186
,Palladium (II) diammine dichloride,14323-43-4,Toxin,4180186
,Palladium ammine chloride,14323-43-4,Toxin,4180186
,Palladium diammine dichloride,14323-43-4,Toxin,4180186
,'Palladium, diamminedichloro-, (SP-4-2)- (9CI)',14323-43-4,Toxin,4180186
,'Palladium, diamminedichloro-, cis- (8CI)',14323-43-4,Toxin,4180186
,Palladous amine chloride,14323-43-4,Toxin,4180186
,Trans-diamminedichloropalladium,14323-43-4,Toxin,4180186
,Trans-diamminedichloropalladium(II),14323-43-4,Toxin,4180186
,Trans-dichlorodiamminepalladium(II),14323-43-4,Toxin,4180186
,Stannic iodide,7790-47-8,Toxin,4180186
,Tetraiodo-Stannane,7790-47-8,Toxin,4180186
,Tetraiodostannane,7790-47-8,Toxin,4180186
,Tetraiodotin,7790-47-8,Toxin,4180186
,2-Propenoic acid ethyl ester,140-88-5,Toxin,4180186
,'2-Propenoic acid, ethyl ester',140-88-5,Toxin,4180186
,'2-Propenoic acid, ethyl ester, homopolymer',140-88-5,Toxin,4180186
,Acrylic acid ethyl ester,140-88-5,Toxin,4180186
,'Acrylic acid, ethyl ester',140-88-5,Toxin,4180186
,'Acrylic acid, ethyl ester (inhibited)',140-88-5,Toxin,4180186
,Aethylacrylat,140-88-5,Toxin,4180186
,Akrylanem etylu,140-88-5,Toxin,4180186
,Carboset 511,140-88-5,Toxin,4180186
,CH2=CHCOOC2H5,140-88-5,Toxin,4180186
,Ethoxycarbonylethylene,140-88-5,Toxin,4180186
,Ethyl 2-propenoate,140-88-5,Toxin,4180186
,'Ethyl 2-propenoate, homopolymer',140-88-5,Toxin,4180186
,Ethyl acrylate (inhibited),140-88-5,Toxin,4180186
,Ethyl acrylate homopolymer,140-88-5,Toxin,4180186
,Ethyl acrylate polymer,140-88-5,Toxin,4180186
,'Ethyl acrylate, inhibited',140-88-5,Toxin,4180186
,Ethyl acrylic acid,140-88-5,Toxin,4180186
,Ethyl ester of 2-propenoic acid,140-88-5,Toxin,4180186
,Ethyl propenoate,140-88-5,Toxin,4180186
,'Ethyl propenoate, inhibited',140-88-5,Toxin,4180186
,Ethylacrylaat,140-88-5,Toxin,4180186
,Ethylakrylat,140-88-5,Toxin,4180186
,Ethylester kyseliny akrylove,140-88-5,Toxin,4180186
,Etil acrilato,140-88-5,Toxin,4180186
,Etilacrilatului,140-88-5,Toxin,4180186
,Etilacrilatului(roumanian),140-88-5,Toxin,4180186
,FEMA 2418,140-88-5,Toxin,4180186
,'Poly(acrylic acid, ethyl ester)',140-88-5,Toxin,4180186
,Poly(ethyl acrylate),140-88-5,Toxin,4180186
,Polyethylacrylate,140-88-5,Toxin,4180186
,'Propenoic acid,ethyl ester (ethylacrylate)',140-88-5,Toxin,4180186
,(e)-6-(4-Hydroxy-6-methoxy-7-methyl-3-oxo-5-phthalanyl)-4-methyl-4-hexenoic acid,24280-93-1,Toxin,4180186
,Acide mycophenolique,24280-93-1,Toxin,4180186
,Acido micofenolico,24280-93-1,Toxin,4180186
,Acidum mycophenolicum,24280-93-1,Toxin,4180186
,Melbex,24280-93-1,Toxin,4180186
,Micofenolico acido,24280-93-1,Toxin,4180186
,Mycophenoic acid,24280-93-1,Toxin,4180186
,Mycophenolate,24280-93-1,Toxin,4180186
,Mycophenolsaeure,24280-93-1,Toxin,4180186
,Myfortic,24280-93-1,Toxin,4180186
,Bercema,74-83-9,Toxin,4180186
,BMM,74-83-9,Toxin,4180186
,Brom-methan,74-83-9,Toxin,4180186
,Brom-O-gas,74-83-9,Toxin,4180186
,Brom-O-gas methyl bromide soil fumigant,74-83-9,Toxin,4180186
,Brom-O-gaz,74-83-9,Toxin,4180186
,Brom-O-sol,74-83-9,Toxin,4180186
,Brommethan,74-83-9,Toxin,4180186
,Bromo-Methane,74-83-9,Toxin,4180186
,Bromometano,74-83-9,Toxin,4180186
,Bromur di metile,74-83-9,Toxin,4180186
,Bromure de methyle,74-83-9,Toxin,4180186
,Bromuro di metile,74-83-9,Toxin,4180186
,Broommethaan,74-83-9,Toxin,4180186
,Celfume,74-83-9,Toxin,4180186
,CH3Br,74-83-9,Toxin,4180186
,Chlorodibromomethane,74-83-9,Toxin,4180186
,Curafume,74-83-9,Toxin,4180186
,Dawson 100,74-83-9,Toxin,4180186
,Detia gas ex-m,74-83-9,Toxin,4180186
,Dow Fume MC2,74-83-9,Toxin,4180186
,Dowfume,74-83-9,Toxin,4180186
,Dowfume mc-2,74-83-9,Toxin,4180186
,Dowfume MC-2 Fumigant,74-83-9,Toxin,4180186
,Dowfume mc-2 soil fumigant,74-83-9,Toxin,4180186
,Dowfume MC-2R,74-83-9,Toxin,4180186
,Dowfume mc-33,74-83-9,Toxin,4180186
,Drexel plant bed gas,74-83-9,Toxin,4180186
,EDCO,74-83-9,Toxin,4180186
,Embafume,74-83-9,Toxin,4180186
,Fumigant-1,74-83-9,Toxin,4180186
,Fumigant-1 (Obs.),74-83-9,Toxin,4180186
,Halon 1001,74-83-9,Toxin,4180186
,Haltox,74-83-9,Toxin,4180186
,Iscobrome,74-83-9,Toxin,4180186
,Kayafume,74-83-9,Toxin,4180186
,M-b-c Fumigant,74-83-9,Toxin,4180186
,MB,74-83-9,Toxin,4180186
,MBC soil fumigant,74-83-9,Toxin,4180186
,Mbc-33 Soil Fumigant,74-83-9,Toxin,4180186
,MBX,74-83-9,Toxin,4180186
,Meb R,74-83-9,Toxin,4180186
,MEBR,74-83-9,Toxin,4180186
,Merth-O-gas,74-83-9,Toxin,4180186
,Metafume,74-83-9,Toxin,4180186
,Meth-O-gas,74-83-9,Toxin,4180186
,Methogas,74-83-9,Toxin,4180186
,Methyl bromide,74-83-9,Toxin,4180186
,Methyl bromide as a structural fumigant,74-83-9,Toxin,4180186
,Methyl bromide rodent fumigant (with chloropicrin),74-83-9,Toxin,4180186
,'Methyl bromide, 14C-labeled',74-83-9,Toxin,4180186
,'Methyl bromide, BSI, ISO, JMAF',74-83-9,Toxin,4180186
